Enter value for shuffling:Iterator=1, queue=1, depth=0
Iterator=26124, queue=19153, depth=25061
Iterator=26125, queue=19154, depth=25062
Iterator=26126, queue=19156, depth=25063
Iterator=26127, queue=19157, depth=25064
Iterator=26128, queue=19157, depth=25065
Iterator=26129, queue=19158, depth=25066
Iterator=26130, queue=19157, depth=25066
Iterator=26131, queue=19159, depth=25067
Iterator=26132, queue=19160, depth=25068
Iterator=26133, queue=19160, depth=25069
Iterator=26134, queue=19161, depth=25070
Iterator=26135, queue=19161, depth=25071
Iterator=26136, queue=19162, depth=25072
Iterator=26137, queue=19164, depth=25073
Iterator=26138, queue=19165, depth=25074
Iterator=26139, queue=19165, depth=25075
Iterator=26140, queue=19166, depth=25076
Iterator=26141, queue=19166, depth=25077
Iterator=26142, queue=19167, depth=25078
Iterator=26143, queue=19169, depth=25079
Iterator=26144, queue=19170, depth=25080
Iterator=26145, queue=19169, depth=25080
Iterator=26146, queue=19168, depth=25079
Iterator=26147, queue=19169, depth=25080
Iterator=26148, queue=19169, depth=25081
Iterator=26149, queue=19169, depth=25082
Iterator=26150, queue=19169, depth=25083
Iterator=26151, queue=19170, depth=25084
Iterator=26152, queue=19170, depth=25085
Iterator=26153, queue=19171, depth=25086
Iterator=26154, queue=19173, depth=25087
Iterator=26155, queue=19174, depth=25088
Iterator=26156, queue=19174, depth=25089
Iterator=26157, queue=19175, depth=25090
Iterator=26158, queue=19175, depth=25091
Iterator=26159, queue=19175, depth=25092
Iterator=26160, queue=19175, depth=25093
Iterator=26161, queue=19176, depth=25094
Iterator=26162, queue=19176, depth=25095
Iterator=26163, queue=19176, depth=25096
Iterator=26164, queue=19176, depth=25097
Iterator=26165, queue=19177, depth=25098
Iterator=26166, queue=19177, depth=25099
Iterator=26167, queue=19177, depth=25100
Iterator=26168, queue=19177, depth=25101
Iterator=26169, queue=19178, depth=25102
Iterator=26170, queue=19178, depth=25103
Iterator=26171, queue=19179, depth=25104
Iterator=26172, queue=19181, depth=25105
Iterator=26173, queue=19182, depth=25106
Iterator=26174, queue=19182, depth=25107
Iterator=26175, queue=19183, depth=25108
Iterator=26176, queue=19183, depth=25109
Iterator=26177, queue=19184, depth=25110
Iterator=26178, queue=19186, depth=25111
Iterator=26179, queue=19187, depth=25112
Iterator=26180, queue=19187, depth=25113
Iterator=26181, queue=19188, depth=25114
Iterator=26182, queue=19188, depth=25115
Iterator=26183, queue=19189, depth=25116
Iterator=26184, queue=19191, depth=25117
Iterator=26185, queue=19192, depth=25118
Iterator=26186, queue=19192, depth=25119
Iterator=26187, queue=19193, depth=25120
Iterator=26188, queue=19193, depth=25121
Iterator=26189, queue=19194, depth=25122
Iterator=26190, queue=19196, depth=25123
Iterator=26191, queue=19197, depth=25124
Iterator=26192, queue=19197, depth=25125
Iterator=26193, queue=19198, depth=25126
Iterator=26194, queue=19198, depth=25127
Iterator=26195, queue=19198, depth=25128
Iterator=26196, queue=19197, depth=25126
Iterator=26197, queue=19199, depth=25127
Iterator=26198, queue=19200, depth=25128
Iterator=26199, queue=19200, depth=25129
Iterator=26200, queue=19201, depth=25130
Iterator=26201, queue=19201, depth=25131
Iterator=26202, queue=19202, depth=25132
Iterator=26203, queue=19204, depth=25133
Iterator=26204, queue=19205, depth=25134
Iterator=26205, queue=19205, depth=25135
Iterator=26206, queue=19206, depth=25136
Iterator=26207, queue=19206, depth=25137
Iterator=26208, queue=19207, depth=25138
Iterator=26209, queue=19209, depth=25139
Iterator=26210, queue=19210, depth=25140
Iterator=26211, queue=19209, depth=25140
Iterator=26212, queue=19208, depth=25139
Iterator=26213, queue=19209, depth=25140
Iterator=26214, queue=19209, depth=25141
Iterator=26215, queue=19209, depth=25142
Iterator=26216, queue=19209, depth=25143
Iterator=26217, queue=19209, depth=25144
Iterator=26218, queue=19211, depth=25145
Iterator=26219, queue=19212, depth=25146
Iterator=26220, queue=19212, depth=25147
Iterator=26221, queue=19213, depth=25148
Iterator=26222, queue=19213, depth=25149
Iterator=26223, queue=19213, depth=25150
Iterator=26224, queue=19212, depth=25148
Iterator=26225, queue=19214, depth=25149
Iterator=26226, queue=19215, depth=25150
Iterator=26227, queue=19215, depth=25151
Iterator=26228, queue=19216, depth=25152
Iterator=26229, queue=19216, depth=25153
Iterator=26230, queue=19217, depth=25154
Iterator=26231, queue=19219, depth=25155
Iterator=26232, queue=19220, depth=25156
Iterator=26233, queue=19220, depth=25157
Iterator=26234, queue=19221, depth=25158
Iterator=26235, queue=19221, depth=25159
Iterator=26236, queue=19221, depth=25160
Iterator=26237, queue=19220, depth=25158
Iterator=26238, queue=19222, depth=25159
Iterator=26239, queue=19223, depth=25160
Iterator=26240, queue=19223, depth=25161
Iterator=26241, queue=19224, depth=25162
Iterator=26242, queue=19224, depth=25163
Iterator=26243, queue=19225, depth=25164
Iterator=26244, queue=19227, depth=25165
Iterator=26245, queue=19228, depth=25166
Iterator=26246, queue=19228, depth=25167
Iterator=26247, queue=19229, depth=25168
Iterator=26248, queue=19228, depth=25168
Iterator=26249, queue=19230, depth=25169
Iterator=26250, queue=19231, depth=25170
Iterator=26251, queue=19231, depth=25171
Iterator=26252, queue=19232, depth=25172
Iterator=26253, queue=19232, depth=25173
Iterator=26254, queue=19233, depth=25174
Iterator=26255, queue=19235, depth=25175
Iterator=26256, queue=19236, depth=25176
Iterator=26257, queue=19236, depth=25177
Iterator=26258, queue=19236, depth=25178
Iterator=26259, queue=19236, depth=25179
Iterator=26260, queue=19236, depth=25180
Iterator=26261, queue=19236, depth=25181
Iterator=26262, queue=19237, depth=25182
Iterator=26263, queue=19237, depth=25183
Iterator=26264, queue=19237, depth=25184
Iterator=26265, queue=19237, depth=25185
Iterator=26266, queue=19238, depth=25186
Iterator=26267, queue=19238, depth=25187
Iterator=26268, queue=19239, depth=25188
Iterator=26269, queue=19241, depth=25189
Iterator=26270, queue=19242, depth=25190
Iterator=26271, queue=19242, depth=25191
Iterator=26272, queue=19243, depth=25192
Iterator=26273, queue=19243, depth=25193
Iterator=26274, queue=19244, depth=25194
Iterator=26275, queue=19246, depth=25195
Iterator=26276, queue=19247, depth=25196
Iterator=26277, queue=19246, depth=25196
Iterator=26278, queue=19246, depth=25197
Iterator=26279, queue=19246, depth=25198
Iterator=26280, queue=19248, depth=25199
Iterator=26281, queue=19249, depth=25200
Iterator=26282, queue=19249, depth=25201
Iterator=26283, queue=19250, depth=25202
Iterator=26284, queue=19250, depth=25203
Iterator=26285, queue=19251, depth=25204
Iterator=26286, queue=19253, depth=25205
Iterator=26287, queue=19254, depth=25206
Iterator=26288, queue=19254, depth=25207
Iterator=26289, queue=19255, depth=25208
Iterator=26290, queue=19255, depth=25209
Iterator=26291, queue=19256, depth=25210
Iterator=26292, queue=19258, depth=25211
Iterator=26293, queue=19259, depth=25212
Iterator=26294, queue=19259, depth=25213
Iterator=26295, queue=19260, depth=25214
Iterator=26296, queue=19260, depth=25215
Iterator=26297, queue=19261, depth=25216
Iterator=26298, queue=19263, depth=25217
Iterator=26299, queue=19264, depth=25218
Iterator=26300, queue=19264, depth=25219
Iterator=26301, queue=19265, depth=25220
Iterator=26302, queue=19265, depth=25221
Iterator=26303, queue=19266, depth=25222
Iterator=26304, queue=19268, depth=25223
Iterator=26305, queue=19269, depth=25224
Iterator=26306, queue=19268, depth=25224
Iterator=26307, queue=19268, depth=25225
Iterator=26308, queue=19268, depth=25226
Iterator=26309, queue=19267, depth=25223
Iterator=26310, queue=19268, depth=25224
Iterator=26311, queue=19268, depth=25225
Iterator=26312, queue=19268, depth=25226
Iterator=26313, queue=19268, depth=25227
Iterator=26314, queue=19269, depth=25228
Iterator=26315, queue=19269, depth=25229
Iterator=26316, queue=19269, depth=25230
Iterator=26317, queue=19269, depth=25231
Iterator=26318, queue=19270, depth=25232
Iterator=26319, queue=19270, depth=25233
Iterator=26320, queue=19270, depth=25234
Iterator=26321, queue=19270, depth=25235
Iterator=26322, queue=19271, depth=25236
Iterator=26323, queue=19271, depth=25237
Iterator=26324, queue=19271, depth=25238
Iterator=26325, queue=19271, depth=25239
Iterator=26326, queue=19272, depth=25240
Iterator=26327, queue=19272, depth=25241
Iterator=26328, queue=19273, depth=25242
Iterator=26329, queue=19275, depth=25243
Iterator=26330, queue=19276, depth=25244
Iterator=26331, queue=19276, depth=25245
Iterator=26332, queue=19277, depth=25246
Iterator=26333, queue=19277, depth=25247
Iterator=26334, queue=19278, depth=25248
Iterator=26335, queue=19280, depth=25249
Iterator=26336, queue=19281, depth=25250
Iterator=26337, queue=19280, depth=25250
Iterator=26338, queue=19280, depth=25251
Iterator=26339, queue=19281, depth=25252
Iterator=26340, queue=19281, depth=25253
Iterator=26341, queue=19282, depth=25254
Iterator=26342, queue=19284, depth=25255
Iterator=26343, queue=19285, depth=25256
Iterator=26344, queue=19285, depth=25257
Iterator=26345, queue=19286, depth=25258
Iterator=26346, queue=19286, depth=25259
Iterator=26347, queue=19287, depth=25260
Iterator=26348, queue=19289, depth=25261
Iterator=26349, queue=19290, depth=25262
Iterator=26350, queue=19290, depth=25263
Iterator=26351, queue=19291, depth=25264
Iterator=26352, queue=19291, depth=25265
Iterator=26353, queue=19292, depth=25266
Iterator=26354, queue=19294, depth=25267
Iterator=26355, queue=19295, depth=25268
Iterator=26356, queue=19295, depth=25269
Iterator=26357, queue=19296, depth=25270
Iterator=26358, queue=19296, depth=25271
Iterator=26359, queue=19297, depth=25272
Iterator=26360, queue=19299, depth=25273
Iterator=26361, queue=19300, depth=25274
Iterator=26362, queue=19300, depth=25275
Iterator=26363, queue=19301, depth=25276
Iterator=26364, queue=19301, depth=25277
Iterator=26365, queue=19302, depth=25278
Iterator=26366, queue=19304, depth=25279
Iterator=26367, queue=19305, depth=25280
Iterator=26368, queue=19305, depth=25281
Iterator=26369, queue=19305, depth=25282
Iterator=26370, queue=19307, depth=25283
Iterator=26371, queue=19308, depth=25284
Iterator=26372, queue=19308, depth=25285
Iterator=26373, queue=19309, depth=25286
Iterator=26374, queue=19309, depth=25287
Iterator=26375, queue=19310, depth=25288
Iterator=26376, queue=19312, depth=25289
Iterator=26377, queue=19313, depth=25290
Iterator=26378, queue=19313, depth=25291
Iterator=26379, queue=19314, depth=25292
Iterator=26380, queue=19314, depth=25293
Iterator=26381, queue=19315, depth=25294
Iterator=26382, queue=19317, depth=25295
Iterator=26383, queue=19318, depth=25296
Iterator=26384, queue=19317, depth=25296
Iterator=26385, queue=19317, depth=25297
Iterator=26386, queue=19318, depth=25298
Iterator=26387, queue=19318, depth=25299
Iterator=26388, queue=19319, depth=25300
Iterator=26389, queue=19321, depth=25301
Iterator=26390, queue=19322, depth=25302
Iterator=26391, queue=19322, depth=25303
Iterator=26392, queue=19323, depth=25304
Iterator=26393, queue=19323, depth=25305
Iterator=26394, queue=19324, depth=25306
Iterator=26395, queue=19326, depth=25307
Iterator=26396, queue=19327, depth=25308
Iterator=26397, queue=19327, depth=25309
Iterator=26398, queue=19327, depth=25310
Iterator=26399, queue=19327, depth=25311
Iterator=26400, queue=19328, depth=25312
Iterator=26401, queue=19330, depth=25313
Iterator=26402, queue=19331, depth=25314
Iterator=26403, queue=19331, depth=25315
Iterator=26404, queue=19332, depth=25316
Iterator=26405, queue=19332, depth=25317
Iterator=26406, queue=19333, depth=25318
Iterator=26407, queue=19335, depth=25319
Iterator=26408, queue=19336, depth=25320
Iterator=26409, queue=19336, depth=25321
Iterator=26410, queue=19337, depth=25322
Iterator=26411, queue=19337, depth=25323
Iterator=26412, queue=19338, depth=25324
Iterator=26413, queue=19340, depth=25325
Iterator=26414, queue=19341, depth=25326
Iterator=26415, queue=19341, depth=25327
Iterator=26416, queue=19341, depth=25328
Iterator=26417, queue=19343, depth=25329
Iterator=26418, queue=19344, depth=25330
Iterator=26419, queue=19343, depth=25330
Iterator=26420, queue=19343, depth=25331
Iterator=26421, queue=19343, depth=25332
Iterator=26422, queue=19343, depth=25333
Iterator=26423, queue=19344, depth=25334
Iterator=26424, queue=19346, depth=25335
Iterator=26425, queue=19347, depth=25336
Iterator=26426, queue=19347, depth=25337
Iterator=26427, queue=19348, depth=25338
Iterator=26428, queue=19348, depth=25339
Iterator=26429, queue=19349, depth=25340
Iterator=26430, queue=19351, depth=25341
Iterator=26431, queue=19352, depth=25342
Iterator=26432, queue=19351, depth=25342
Iterator=26433, queue=19350, depth=25341
Iterator=26434, queue=19351, depth=25342
Iterator=26435, queue=19351, depth=25343
Iterator=26436, queue=19351, depth=25344
Iterator=26437, queue=19351, depth=25345
Iterator=26438, queue=19352, depth=25346
Iterator=26439, queue=19352, depth=25347
Iterator=26440, queue=19352, depth=25348
Iterator=26441, queue=19352, depth=25349
Iterator=26442, queue=19353, depth=25350
Iterator=26443, queue=19353, depth=25351
Iterator=26444, queue=19354, depth=25352
Iterator=26445, queue=19356, depth=25353
Iterator=26446, queue=19357, depth=25354
Iterator=26447, queue=19357, depth=25355
Iterator=26448, queue=19358, depth=25356
Iterator=26449, queue=19358, depth=25357
Iterator=26450, queue=19359, depth=25358
Iterator=26451, queue=19361, depth=25359
Iterator=26452, queue=19362, depth=25360
Iterator=26453, queue=19362, depth=25361
Iterator=26454, queue=19363, depth=25362
Iterator=26455, queue=19363, depth=25363
Iterator=26456, queue=19364, depth=25364
Iterator=26457, queue=19366, depth=25365
Iterator=26458, queue=19367, depth=25366
Iterator=26459, queue=19367, depth=25367
Iterator=26460, queue=19368, depth=25368
Iterator=26461, queue=19368, depth=25369
Iterator=26462, queue=19368, depth=25370
Iterator=26463, queue=19367, depth=25368
Iterator=26464, queue=19369, depth=25369
Iterator=26465, queue=19370, depth=25370
Iterator=26466, queue=19370, depth=25371
Iterator=26467, queue=19371, depth=25372
Iterator=26468, queue=19371, depth=25373
Iterator=26469, queue=19372, depth=25374
Iterator=26470, queue=19374, depth=25375
Iterator=26471, queue=19375, depth=25376
Iterator=26472, queue=19375, depth=25377
Iterator=26473, queue=19376, depth=25378
Iterator=26474, queue=19376, depth=25379
Iterator=26475, queue=19377, depth=25380
Iterator=26476, queue=19379, depth=25381
Iterator=26477, queue=19380, depth=25382
Iterator=26478, queue=19379, depth=25382
Iterator=26479, queue=19379, depth=25383
Iterator=26480, queue=19379, depth=25384
Iterator=26481, queue=19381, depth=25385
Iterator=26482, queue=19382, depth=25386
Iterator=26483, queue=19381, depth=25386
Iterator=26484, queue=19380, depth=25385
Iterator=26485, queue=19381, depth=25386
Iterator=26486, queue=19381, depth=25387
Iterator=26487, queue=19382, depth=25388
Iterator=26488, queue=19382, depth=25389
Iterator=26489, queue=19383, depth=25390
Iterator=26490, queue=19385, depth=25391
Iterator=26491, queue=19386, depth=25392
Iterator=26492, queue=19386, depth=25393
Iterator=26493, queue=19387, depth=25394
Iterator=26494, queue=19387, depth=25395
Iterator=26495, queue=19387, depth=25396
Iterator=26496, queue=19387, depth=25397
Iterator=26497, queue=19388, depth=25398
Iterator=26498, queue=19388, depth=25399
Iterator=26499, queue=19389, depth=25400
Iterator=26500, queue=19391, depth=25401
Iterator=26501, queue=19392, depth=25402
Iterator=26502, queue=19392, depth=25403
Iterator=26503, queue=19393, depth=25404
Iterator=26504, queue=19393, depth=25405
Iterator=26505, queue=19394, depth=25406
Iterator=26506, queue=19396, depth=25407
Iterator=26507, queue=19397, depth=25408
Iterator=26508, queue=19397, depth=25409
Iterator=26509, queue=19398, depth=25410
Iterator=26510, queue=19398, depth=25411
Iterator=26511, queue=19399, depth=25412
Iterator=26512, queue=19401, depth=25413
Iterator=26513, queue=19402, depth=25414
Iterator=26514, queue=19402, depth=25415
Iterator=26515, queue=19403, depth=25416
Iterator=26516, queue=19403, depth=25417
Iterator=26517, queue=19404, depth=25418
Iterator=26518, queue=19406, depth=25419
Iterator=26519, queue=19407, depth=25420
Iterator=26520, queue=19407, depth=25421
Iterator=26521, queue=19408, depth=25422
Iterator=26522, queue=19408, depth=25423
Iterator=26523, queue=19409, depth=25424
